question,answer,explanation,evidence_KG,hop,target_protein_id,interaction_count
"In a SARS-CoV-2 infected cell, the viral protein NSP8 (uniprotkb:O15393) forms a complex with NSP7 (uniprotkb:P59594) and NSP12 (uniprotkb:P0DTC1) to function as the RNA-dependent RNA polymerase (RdRP) core. If NSP7 carries a dominant-negative mutation that prevents its interaction with NSP8, but NSP12 is overexpressed with a constitutively active mutation, what is the likely outcome for viral RNA synthesis?",RNA synthesis fails,"1. The RdRP core requires a functional complex of NSP7, NSP8, and NSP12. 2. A dominant-negative NSP7 mutation poisons the complex by disrupting NSP8 interaction, preventing assembly. 3. Overexpression of active NSP12 cannot bypass the complex formation requirement. 4. The bottleneck (AND-gate) nature of the complex means loss of any subunit disrupts function. 5. Thus, despite active NSP12, RNA synthesis fails due to the poisoned complex assembly.","[""(NSP8, forms_complex_with, NSP7)"", ""(NSP8, forms_complex_with, NSP12)"", ""(NSP7_dominant_negative_mutant, disrupts, NSP7-NSP8_interaction)"", ""(RdRP_core, requires, NSP7:NSP8:NSP12_complex)"", ""(NSP12_active_mutant, cannot_bypass, complex_assembly)""]",5,uniprotkb:O15393,23
"In a DNA repair pathway, Ku70/Ku80 heterodimer (P23025 and P12956) binds DNA breaks and recruits DNA-PKcs (Q13619) to form the DNA-PK complex. The complex requires all subunits for kinase activity. If Ku70 is mutated to disrupt its interaction with Ku80, but DNA-PKcs is overexpressed, what is the likely outcome for DNA-PK kinase activity?",No activity (fail),"1. Ku70 and Ku80 form a heterodimer that is essential for DNA end binding. 2. The Ku heterodimer recruits DNA-PKcs to form the active DNA-PK complex. 3. The complex functions as an AND-gate: all subunits (Ku70, Ku80, DNA-PKcs) are required. 4. A mutation disrupting Ku70-Ku80 interaction prevents heterodimer formation. 5. Without the Ku heterodimer, DNA-PKcs cannot be recruited or stabilized at DNA breaks. 6. Therefore, kinase activity fails regardless of DNA-PKcs overexpression.","[""(Ku70, dimerizes_with, Ku80)"", ""(Ku70:Ku80_dimer, recruits, DNA-PKcs)"", ""(DNA-PK_complex, requires, Ku70)"", ""(DNA-PK_complex, requires, Ku80)"", ""(DNA-PK_complex, requires, DNA-PKcs)"", ""(Ku70_mutant, disrupts, Ku70-Ku80_interaction)""]",6,uniprotkb:P23025,23
"The Ku complex, composed of XRCC6 (Q86WJ1) and XRCC5 (P13010), binds to DNA double-strand breaks and recruits DNA-PKcs (P78527) to form the DNA-PK holoenzyme. In a cell line where XRCC6 is mutated such that it cannot bind to DNA ends, but DNA-PKcs is overexpressed and constitutively active, what is the likely impact on DNA repair efficiency via non-homologous end joining (NHEJ), and why?",Repair Failure,"1. The Ku complex (XRCC6/XRCC5) must bind DNA ends first to initiate NHEJ. 2. Without functional Ku, DNA-PKcs cannot be recruited to the break site. 3. Even if DNA-PKcs is overexpressed and active, it lacks the DNA end-binding capability and depends on Ku for localization. 4. Therefore, the mutation in XRCC6 creates a bottleneck at the initial step, preventing NHEJ progression regardless of downstream enzyme activity.","[""(XRCC6, forms_complex_with, XRCC5)"", ""(Ku_complex, binds, DNA_double-strand_breaks)"", ""(Ku_complex, recruits, DNA-PKcs)"", ""(DNA-PKcs, requires_Ku, for_localization)"", ""(XRCC6_mutant, loses_DNA-binding, null)"", ""(DNA-PKcs_overexpressed, active_but_mislocalized, null)""]",6,uniprotkb:Q86WJ1,23
"Platelet Factor 4 (PF4) binds to glycosaminoglycans on the endothelial cell surface. A mutant form of PF4 (PF4-K50R) has reduced affinity for heparin. In a scenario where wild-type PF4 promotes the formation of a ternary complex with IL-8 and CXCR2, leading to neutrophil recruitment, what would be the functional outcome of administering PF4-K50R in the presence of IL-8, and why?",Neutrophil recruitment is impaired,"1. PF4 anchors to glycosaminoglycans (GAGs) via its heparin-binding domain. 2. This anchoring facilitates the formation of a PF4–IL-8–CXCR2 ternary complex on endothelial surfaces. 3. The complex enhances IL-8 signaling through CXCR2, promoting neutrophil chemotaxis. 4. PF4-K50R has a mutation in its heparin-binding domain (K50R), reducing its affinity for GAGs. 5. Without strong anchoring, PF4-K50R fails to localize properly on the endothelium. 6. Consequently, it cannot form the ternary complex efficiently, even in the presence of IL-8. 7. This disrupts the amplification of IL-8–CXCR2 signaling, impairing neutrophil recruitment.","[""(PF4, binds_to, Glycosaminoglycans)"", ""(PF4, forms_complex_with, IL-8)"", ""(IL-8, binds_to, CXCR2)"", ""(Ternary_complex, enhances, Neutrophil_recruitment)"", ""(PF4-K50R, reduced_affinity_for, Heparin/GAGs)"", ""(Reduced_anchoring, impairs, Ternary_complex_formation)""]",6,uniprotkb:P03951,23
"Protein Q13371 (CCT complex) requires subunits Q9HAV0, P16520, P62879, and P62873 for its chaperonin activity. In a cell, if only subunit P62879 is mutated and non-functional, while the others are normal, what happens to the folding of client protein O14775, and why?",Folding fails,"1. The CCT complex functions as an obligate oligomer requiring all subunits for activity. 2. Subunits Q9HAV0, P16520, P62879, and P62873 are essential components. 3. Mutation in P62879 disrupts the complex assembly or function. 4. Without a fully functional complex, client protein O14775 cannot be folded properly. 5. This follows the Bottleneck (AND-gate) principle: loss of any single subunit disrupts the entire complex's function.","[""(Q13371, requires_subunits, Q9HAV0)"", ""(Q13371, requires_subunits, P16520)"", ""(Q13371, requires_subunits, P62879)"", ""(Q13371, requires_subunits, P62873)"", ""(Q13371, folds, O14775)"", ""(P62879_mutant, disrupts, Q13371_assembly)""]",6,uniprotkb:Q13371,23
"In a signaling pathway, the MAP kinase cascade involves MEK1 (Q15759), ERK2 (Q16539), and MEK kinase (Q16644). A dominant-negative mutation in MEK kinase (Q16644) prevents it from phosphorylating MEK1. However, when a constitutively active MEK1 mutant is expressed in the same cell, ERK2 phosphorylation is restored. What does this indicate about the role of MEK kinase in the cascade, and why does the active MEK1 rescue the signal?",MEK kinase is upstream of MEK1 and its function is bypassed by active MEK1,"1. MEK kinase normally phosphorylates and activates MEK1. 2. MEK1 then phosphorylates and activates ERK2. 3. A dominant-negative MEK kinase mutation blocks activation of wild-type MEK1. 4. Without active MEK1, ERK2 phosphorylation fails. 5. A constitutively active MEK1 mutant does not require upstream phosphorylation. 6. Thus, it directly activates ERK2, bypassing the defective MEK kinase.","[""(MEK_kinase_Q16644, phosphorylates, MEK1_Q15759)"", ""(MEK1_Q15759, phosphorylates, ERK2_Q16539)"", ""(MEK_kinase_mutant, blocks, phosphorylation_of_MEK1)"", ""(MEK1_active_mutant, bypasses, MEK_kinase_requirement)"", ""(MEK1_active_mutant, activates, ERK2)""]",6,uniprotkb:Q16644,23
"The TCR complex includes CD3 subunits (CD3D, CD3E, CD3G) and CD247 (Zeta-chain), which assemble with the T-cell receptor alpha (TRA) and beta (TRB) chains. A mutation in CD247 (Q12913) prevents its phosphorylation. If a cell expresses a constitutively active ZAP-70 mutant (which normally binds phosphorylated CD247), but CD247 itself is mutated and cannot be phosphorylated, what is the expected effect on downstream TCR signaling (e.g., calcium flux), and why?",No signaling (failure),"1. The TCR complex requires phosphorylation of CD247 (Zeta-chain) for downstream signaling. 2. ZAP-70 binds specifically to phosphorylated CD247 via its SH2 domains. 3. A mutation in CD247 that prevents phosphorylation blocks ZAP-70 recruitment. 4. Even if ZAP-70 is constitutively active, it cannot be recruited to the TCR complex without binding to phosphorylated CD247. 5. Therefore, downstream signaling events (e.g., calcium flux) fail to occur due to the upstream blockade at CD247 phosphorylation.","[""(TCR_complex, includes, CD247)"", ""(CD247, phosphorylated_at, Tyr)"", ""(phosphorylated_CD247, binds, ZAP-70)"", ""(ZAP-70, activates, downstream_signaling)"", ""(CD247_mutant, cannot_be_phosphorylated)"", ""(ZAP-70_active_mutant, requires_binding_to, phosphorylated_CD247)""]",6,uniprotkb:Q12913,23
"The Notch1 receptor (Q04726) forms a complex with its ligand Delta-like 1 (Q9UJU2) and the transcription factor RBPJ (Q14469) to activate target genes. In a cell expressing a constitutively active form of Notch1 (Notch1-ICD) and a dominant-negative RBPJ mutant that cannot bind DNA, what is the expected outcome on HES1 gene expression, and why?",No HES1 expression,"1. Notch1-ICD (intracellular domain) bypasses ligand binding and directly translocates to the nucleus. 2. Nuclear Notch1-ICD normally recruits RBPJ to form a transcriptional activation complex. 3. RBPJ binds to DNA at promoter/enhancer sites of target genes like HES1. 4. The dominant-negative RBPJ mutant cannot bind DNA, disrupting the final step of transcriptional activation. 5. Even though Notch1-ICD is constitutively active, it requires functional RBPJ to mediate DNA binding and gene activation. 6. Thus, the RBPJ mutant acts as a downstream bottleneck (AND-gate constraint), preventing HES1 expression despite upstream Notch1 activation.","[""(Notch1-ICD, translocates_to, nucleus)"", ""(Notch1-ICD, recruits, RBPJ)"", ""(RBPJ, binds_DNA, HES1_promoter)"", ""(RBPJ_dominant_negative_mutant, cannot_bind, DNA)"", ""(HES1, requires, RBPJ_DNA_binding)""]",5,uniprotkb:Q04726,22
"Protein Q04725 (LRP6) is part of the Wnt signaling pathway. It interacts with Frizzled receptors (e.g., Q9UJU2) and DVL proteins (e.g., Q13547) to form a signalosome complex. A mutation in LRP6 disrupts its interaction with DVL, while a separate mutation in Frizzled prevents its binding to Wnt ligands. If both mutations are present in the same cell, what is the outcome for Wnt pathway activation, and why?",Pathway activation fails (AND-gate bottleneck),"1. Wnt signaling requires assembly of a signalosome complex involving LRP6, Frizzled, and DVL. 2. The LRP6–DVL interaction is essential for downstream signal transduction. 3. The Frizzled–Wnt interaction is necessary for upstream activation. 4. Both interactions represent bottlenecks (AND-gates) in complex formation. 5. The LRP6 mutation breaks the LRP6–DVL link, preventing signal propagation. 6. The Frizzled mutation blocks Wnt binding, preventing initial activation. 7. Since both defects independently disrupt essential steps, the pathway fails to activate regardless of compensatory mechanisms.","[""(Wnt_ligand, binds_to, Frizzled)"", ""(Frizzled, interacts_with, LRP6)"", ""(LRP6, recruits, DVL)"", ""(DVL, activates, downstream_signaling)"", ""(LRP6_mutant, disrupts_interaction_with, DVL)"", ""(Frizzled_mutant, prevents_binding_to, Wnt_ligand)""]",6,uniprotkb:Q04725,22
"In a model of Notch signaling, the target protein Q04727 (Notch1) interacts with Delta-like 1 (Q9UJU2) and MAML1 (Q04726). If a mutation in Notch1 prevents its binding to MAML1, but Delta-like 1 is overexpressed, what is the most likely effect on downstream HES1 gene expression?",No change in HES1 expression,"1. Notch1 activation requires ligand binding (e.g., Delta-like 1) and formation of a transcriptional complex with MAML1. 2. Overexpression of Delta-like 1 enhances ligand-receptor interaction, promoting Notch1 cleavage. 3. The cleaved Notch1 intracellular domain (NICD) normally translocates to the nucleus and binds MAML1 to activate HES1 transcription. 4. The mutation blocking Notch1-MAML1 interaction disrupts the essential transcriptional complex. 5. Despite strong upstream activation by Delta-like 1, the downstream complex cannot form. 6. Therefore, HES1 expression fails to activate due to the epistatic requirement of MAML1 binding for Notch signaling output.","[""(Delta-like_1, activates, Notch1)"", ""(Notch1, forms_complex_with, MAML1)"", ""(Notch1-MAML1_complex, activates, HES1)"", ""(Notch1_mutant, blocks_binding_to, MAML1)"", ""(Delta-like_1_overexpression, enhances, Notch1_activation)""]",5,uniprotkb:Q04727,22
"A signaling cascade involves the target protein (Q9H3D4) interacting with multiple partners including R-HSA-9710319 (Context: R-HSA-9710314) and R-HSA-6800819 (Context: R-HSA-6800835). In a scenario where R-HSA-9710319 is mutated to be constitutively active while R-HSA-6800819 is inhibited by a drug, what is the net effect on the target protein's activity, and why?",Increased activity of Q9H3D4,"1. R-HSA-9710319 normally activates Q9H3D4 in the context of R-HSA-9710314. 2. R-HSA-6800819 normally inhibits Q9H3D4 in the context of R-HSA-6800835. 3. The constitutively active mutation in R-HSA-9710319 provides constant activation to Q9H3D4. 4. The drug inhibition of R-HSA-6800819 removes its inhibitory effect on Q9H3D4. 5. With persistent activation and loss of inhibition, the net effect is increased activity of Q9H3D4.","[""(R-HSA-9710319, activates, Q9H3D4)"", ""(R-HSA-6800819, inhibits, Q9H3D4)"", ""(R-HSA-9710319_mutant, constitutively_active, )"", ""(Drug, inhibits, R-HSA-6800819)""]",4,uniprotkb:Q9H3D4,22
"A signaling pathway involves the estrogen receptor (ChEBI:59092) interacting with coactivators such as Q9UKM7 (ASXL2) and Q9BV94 (NRIP1) in the context of reactome:R-HSA-901024. If a cell has a mutation in ASXL2 that prevents its interaction with the estrogen receptor, but NRIP1 is overexpressed, what is the likely effect on estrogen-dependent gene transcription?",Reduced transcription (partial rescue),"1. The estrogen receptor requires coactivators like ASXL2 and NRIP1 to form a functional transcription complex. 2. Mutation in ASXL2 prevents its interaction with the estrogen receptor, disrupting part of the coactivator complex. 3. Overexpression of NRIP1 provides an alternative coactivator that can partially compensate for the loss of ASXL2. 4. However, ASXL2 and NRIP1 likely contribute non-redundant functions (AND-gate logic), so the complex remains suboptimal. 5. Therefore, estrogen-dependent gene transcription is reduced compared to wild-type, but not fully abolished due to NRIP1 overexpression.","[""(Estrogen_receptor, interacts_with, ASXL2)"", ""(Estrogen_receptor, interacts_with, NRIP1)"", ""(ASXL2_mutant, prevents_interaction, Estrogen_receptor)"", ""(NRIP1_overexpressed, enhances, transcription_complex)"", ""(Transcription_complex, requires, multiple_coactivators)""]",5,ChEBI:59092,22
"Protein CALR (uniprotkb:P49662) interacts with multiple subunits of the TAP complex (P0DP23, P0DP24, P0DP25, A0A0H2US87) and ATP (ChEBI:16412) to facilitate peptide loading onto MHC-I. If a mutation in CALR prevents its binding to ATP but retains its interaction with the TAP complex, how would this affect peptide translocation efficiency? Assume TAP functions as an ATP-gated pump.",Severe reduction in translocation,"1. CALR assists in loading peptides onto MHC-I by coordinating with the TAP complex. 2. TAP functions as an ATP-gated pump, requiring ATP hydrolysis to translocate peptides. 3. CALR normally binds ATP to regulate this process. 4. A mutation in CALR that prevents ATP binding disrupts its ability to modulate ATP-dependent gating of TAP. 5. Without ATP binding, CALR cannot facilitate the ATP-driven translocation mechanism. 6. Even if CALR still interacts with TAP, the loss of ATP coordination means the pump cannot be properly activated, leading to severely reduced translocation.","[""(CALR, interacts_with, TAP_complex)"", ""(TAP_complex, requires, ATP)"", ""(ATP, hydrolyzed_by, TAP_complex)"", ""(CALR, binds, ATP)"", ""(CALR_mutant, loses_ATP_binding, ATP)"", ""(TAP_complex, functions_as, ATP-gated_pump)""]",6,uniprotkb:P49662,22
